Kingdom	Phylum	Class	Order	Family	Genus	Case MRA	Control MRA	MRAR	KW TSS	KW CLR	KW rCLR	t-test TSS	t-test CLR	t-test rCLR	GLM TSS	GLM CLR	GLM rCLR	ANCOM	ANCOM-BC	ALDEx2 t-test	ALDEx2 Wilcoxon	baySeq	DESeq2	edgeR RLE	edgeR TMM	fitFeatureModel	fitZIG	GLM NBZI	limma-voom	LEfSe	N methods detected by
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	NA	1.04051802789291e-07	0	Inf	0.599494089968919	0.998648223348226	5.93929525289381e-05	0.482224239967038	0.697569140427607	0.00803381787896125	0.623095268788352	0.722696653205811	0.0236308396616226	1	0.99898497017594	0.793192429034824	0.786681848808433	0.00518599971958736	1	0.982616105051172	0.240201479566224	0.614771608151414	0.00327342171546707	0.99999587557469	0.00238484921028883	1	6
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	0.000153908468533855	0.000327868609964083	0.469421176216642	0.634526005684682	0.998648223348226	0.251100072010407	0.611719438831611	0.793158137522591	0.282944944628668	0.631324106187423	0.783358836478773	0.282980668273155	1	0.99898497017594	0.816726069010349	0.786085089003213	0.0350393347569447	0.937587151871371	7.67012012471074e-06	0.50940347046485	0.847896579761689	2.8319917268186e-12	0.446423479511892	0.00246282110694668	1	4
Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	NA	NA	0	3.40108711111661e-07	0	0.525742825466531	0.998648223348226	0.00338036801809593	0.485844037895162	0.961153650352128	0.0100212863905854	0.497828471876185	0.958877414869732	0.00363337932885083	1	0.835593718290706	0.799540986971795	0.799662513712503	0	1	0.732483851396718	0.0225327282411169	0.555745023278705	0.218684241431173	0.99999587557469	0.00527045935356133	1	6
Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	1.69048148203924e-06	0	Inf	0.599494089968919	0.998648223348226	0.136374591674545	0.484632270733403	0.586550899232107	0.108932657705462	0.623095268788352	0.694942140744424	0.154665043820617	1	0.992507981200306	0.795474990616449	0.789807385786407	0	1	0.0442948647667138	1.18211198292904e-06	0.609326237578528	2.37173256301254e-05	0.99999587557469	0.00193027387224485	1	5
Bacteria	NA	NA	NA	NA	NA	0.000441124962097363	0.000213078212284334	2.07024902906883	0.261006882270083	0.935920005137825	0.00538516660657127	0.485844037895162	0.599898643338864	0.0167693128270569	0.623095268788352	0.653923083137045	0.0194470218104627	1	0.770245512744812	0.804795358823978	0.663209765767814	0.00789254961764861	0.0264053718058258	0.00438852701764702	0.041908901908691	0.403631130146533	0.0736928590469164	0.00356443485784467	0.176355627829426	1	8
Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	2.88259421379797e-07	0	Inf	0.525742825466531	0.998648223348226	0.00638865691564309	0.362163272031423	0.652270532235326	0.00262615465573974	0.51156255369966	0.703994167532948	0.00864808094118505	1	0.99898497017594	0.789500922059865	0.787404355075796	1.01058284056636e-14	1	0.798267437544343	0.0160253354149876	0.542597778025524	0.000212336201067721	0.99999587557469	0.00175216198113625	1	7
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0.00264610223306764	0.000900310323151571	2.93910018026324	0.0537107206075762	0.117995134838285	0.00505803053548198	0.0141535293483751	0.0346344914679006	0.0029974285347923	0.0278582781813856	0.0548234805630207	0.00468641844463502	0	0.0427049628162765	0.162238704411529	0.160085751462812	0.0036327600718581	1.24110138336266e-05	1.94628605264248e-05	0.00137639379630882	0.0740533040159207	0.000591745121708103	0.00286120660960798	0.00590187186305384	1	15
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.00132527069542323	7.31962182734652e-08	18105.7263159681	0.634526005684682	0.998648223348226	0.017643548024853	0.449617106310327	0.366238472796046	0.00343684506079082	0.575854268031071	0.585332193052563	0.00683137393902005	1	0.65545708563818	0.776302208663465	0.796388742779677	0	1	2.47639412685739e-60	2.5136150244975e-13	0.576272947593537	0.00614036617384615	0.00202023190206338	0.00246282110694668	1	9
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	1.27075151669848e-06	0	Inf	0.599494089968919	0.998648223348226	0.130865699714047	0.485844037895162	0.652270532235326	0.0376047425961579	0.623095268788352	0.718209199477783	0.0588532214980782	1	0.99898497017594	0.791257959058145	0.787881865768408	0	1	0.293297708243189	1.71819159676435e-07	0.638175478738065	0.0496667684237708	0.99999587557469	0.00238484921028883	1	5
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	3.87547397487107e-07	0	Inf	0.634526005684682	0.998648223348226	0.117124376260043	0.485844037895162	0.706818196231234	0.0377561326069874	0.623095268788352	0.722843273756274	0.0610480195787267	1	0.99898497017594	0.800573609604788	0.790946229420735	7.89895638937229e-12	1	0.897547769635135	0.00216977265268679	0.64549265795003	0.157969426080313	0.99999587557469	0.00249579771888176	1	4
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	9.7917241476336e-07	0	Inf	0.599494089968919	0.998648223348226	0.143736150336845	0.485844037895162	0.652270532235326	0.0567711517926419	0.623095268788352	0.718209199477783	0.0844647278425383	1	0.99898497017594	0.794917784501002	0.785765445207328	0	1	0.292158590215834	2.42247920182077e-06	0.639087619958322	0.0424657100032799	0.99999587557469	0.00213100825273138	1	4
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.195983739635985	0.204272641320404	0.959422360082879	0.634526005684682	0.0158094053683826	0.0173078083384153	0.757945701421271	0.0594397969259985	0.0430171296522739	0.772675670374807	0.076375411354631	0.0493111026910013	0	0.0427049628162765	0.0933056028937396	0.0173181873468552	0.247616581415645	0.000315218893238983	0.000653577131613323	0.0802909388882789	0.895044239739482	0.0148266690798223	0.986236238314754	0.0800308664806674	1	10
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0.000571986025718984	7.30016162140678e-08	7835.25153801677	0.191304429913157	0.998648223348226	0.339736726736888	0.065694645214717	0.0635110667132321	0.268948522670303	0.269273441872622	0.231112956075298	0.298121841764175	1	0.132830992388023	0.667015734289979	0.742467049480739	0	0.224339480941076	2.822108075298e-55	6.46890840563964e-15	0.283922074403857	1.25818113050206e-07	2.51837101448549e-07	0.000129045379234495	1	6
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	1.55083599801429e-05	3.23466898397142e-06	4.7944194775387	0.968964297978918	0.998648223348226	0.238953376063176	0.828320043307585	0.71430586941326	0.122920984164879	0.846741505071537	0.744035930141779	0.108441361153733	1	0.99898497017594	0.814811000260305	0.806337842558841	0	1	2.61245844359489e-09	0.059323073731191	0.605766013154695	1.23919559094116e-18	0.0454307478671637	0.0392661743991692	1	5
Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis_SAG_2023	7.95500154732735e-08	0	Inf	0.634526005684682	0.998648223348226	0.586194104225005	0.485844037895162	0.711878450716293	0.957921152779757	0.623095268788352	0.724572491578475	0.967332842351733	1	0.99898497017594	0.800119371621743	0.793667653039762	0.00283605005854444	1	0.982642234073356	0.335510995421515	0.64549265795003	0.0969483193002886	0.99999587557469	0.00246282110694668	1	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	0.000166514319357237	2.05607566734645e-05	8.09864743801663	0.801538580986082	0.998648223348226	0.0066636120794838	0.82614327160677	0.773153261395738	0.0271970884954372	0.840453049334146	0.780804943600403	0.0440104620439424	1	0.99898497017594	0.799260635774172	0.793061716980907	6.29734833883153e-11	1	7.19652700917683e-23	0.000385639787068915	0.895358420045779	5.383902143861e-13	0.575270382533285	0.0125893890358552	1	8
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	0.000264978936361814	0.000313374057604089	0.845567557147897	0.634526005684682	0.998648223348226	0.256027042910079	0.916622351831185	0.886143242550618	0.282944944628668	0.918205551802091	0.876071141385474	0.286979842526172	1	0.99898497017594	0.862603600559828	0.794738556631182	0.0939195577838984	0.561399043361249	0.199491121750697	0.257388362609772	0.64549265795003	0.709577060828598	0.99999587557469	0.453705873841263	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	0.000473320507466572	1.25511117657347e-05	37.7114407313912	0.799117440096651	0.998648223348226	0.746423268586851	0.518457811349471	0.774591354554959	0.823876556240008	0.631324106187423	0.783358836478773	0.843677324962622	1	0.99898497017594	0.805046047000042	0.790224719455252	1.21902488103842e-12	1	1.66987866909373e-36	9.62503418315226e-05	0.894452903886702	0.557508467603117	0.363029470158703	0.00885756912694569	1	4
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	0.000600403205120733	0.00112133863533442	0.535434333752063	0.599494089968919	0.998648223348226	0.163706963520015	0.504323951336441	0.706818196231234	0.224459341783518	0.623095268788352	0.722696653205811	0.224049732994887	1	0.907328908515783	0.800441282111191	0.760678207472227	0.244882281228526	0.898656132436648	0.0484544189364895	0.417810618797406	0.718731982258266	0.0139809676973013	0.367362050101853	0.00891701861862719	1	3
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	0	2.44955423408062e-06	0	0.344038590895854	0.998648223348226	0.0297047636211629	0.485844037895162	0.71430586941326	0.0353958512952528	0.36985224518254	0.722696653205811	0.0142277956252842	1	0.656826806985577	0.797278975386202	0.801300776196076	0	1	0.0141387494188903	7.28571172491963e-09	0.376883348363591	0.0297085244958048	1	0.0838465039898357	1	7
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	0.000805060519373479	0.000362542192819316	2.22059814090302	0.382273866360291	0.998648223348226	0.746423268586851	0.452329698032354	0.652270532235326	0.967527735058093	0.536935002425308	0.718209199477783	0.967854128853208	1	0.841639737194964	0.772411166593908	0.772023180861937	0.169004428510712	1	0.0625191779646754	0.187707303069611	0.623761130291121	4.88780877581155e-08	0.99999587557469	0.0017587880670695	1	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	2.45932068205793e-06	0	Inf	0.599494089968919	0.998648223348226	0.365116816025355	0.482224239967038	0.564059402685564	0.733085168864989	0.623095268788352	0.693535106538819	0.76137131285639	1	0.965642175398967	0.790788351098267	0.790712247958386	0	1	0.00319464436446209	7.25535063954192e-07	0.614384303377041	0.00063564955969763	0.99999587557469	0.00199695016754747	1	5
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	0.00515104329871736	0.00437197120504138	1.17819698647091	0.827424686265536	0.998648223348226	0.937263274288259	0.898572536604428	0.899453091733607	0.702274152920678	0.896184735364664	0.892233327457239	0.687971472412897	1	0.99898497017594	0.919258829878189	0.87460941764014	0.232353413975766	0.709120873183835	0.656863006383507	0.924265967162013	0.897076194213721	0.861943441360734	0.660977277558513	0.963754235138265	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	0.00528436471522813	0.00486711675304938	1.08572795421793	0.989017270873733	0.998648223348226	0.976170954048867	0.670032461316898	0.960314141280805	0.4926910283146	0.673392492450404	0.958651945382534	0.465387508540694	1	0.99898497017594	0.950858339290965	0.844298634181884	0.216523413893389	0.70955380217861	0.555844181730324	0.86925073697693	0.877844603102553	0.851690081447626	0.99999587557469	0.569698561178096	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	0.0221540615206389	0.0198788905616701	1.11445160643702	0.634526005684682	0.998648223348226	0.938122505885744	0.853142380387545	0.921038760291007	0.524151840366192	0.866041749371453	0.919061969847517	0.499267358390785	1	0.99898497017594	0.953330151179235	0.787121915779181	0.259688745180509	0.324343843690599	0.291863851129446	0.14452036731487	0.830091811650753	0.762662926821009	0.507963530310797	0.773705283072807	1	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	1.09670624021464e-07	0	0.525742825466531	0.998648223348226	0.181112089937564	0.485844037895162	0.903269031097932	0.162047022926977	0.497828471876185	0.897845993642742	0.123057529713959	1	0.933702171064644	0.801688370716524	0.796092389377952	0.0232790911246735	1	0.982673622608298	0.362766472330892	0.555745023278705	0.222733022044198	0.99999587557469	0.00526114454826151	1	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0.02023064028908	0.0205952451754928	0.982296647439444	0.924086172409375	0.898837766349364	0.329696617894266	0.859993877098971	0.878124560039479	0.68603016619579	0.860525694735777	0.869118201924106	0.674704671026961	1	0.99898497017594	0.953900533461455	0.570248005627307	0.251682581562676	0.330330152307188	0.0881272301202926	0.535468540205292	0.64549265795003	0.421038079886753	0.99999587557469	0.865439206552835	1	0
Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	0.000194400089814108	4.81897443921189e-05	4.03405521789613	0.763831139293268	0.998648223348226	0.00532499348376741	0.879243742535314	0.968316365332575	0.00515547248602469	0.888814009630914	0.969691686899812	0.0062407732270234	1	0.99898497017594	0.867736897581198	0.83245848279785	3.50941039140246e-07	0.0766141892965148	1.23708411113692e-08	0.00890248954806838	0.639083137093317	6.12880994115002e-08	0.0760376851085471	0.166908076412221	1	7
Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	1.12982519033953e-07	0	Inf	0.634526005684682	0.998648223348226	0.251100072010407	0.485844037895162	0.71430586941326	0.124419342473378	0.623095268788352	0.725448335401248	0.158402216718401	1	0.99898497017594	0.794763153494371	0.792840269828425	0.00890632867641627	1	0.982673622608298	0.162554967131244	0.64549265795003	0.140685566065584	0.99999587557469	0.00246282110694668	1	2
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.000151341004080272	3.96023952862645e-06	38.2151137541832	0.231385199629365	0.998648223348226	0.831789394839445	0.202093349678941	0.397844622623611	0.869909511182773	0.406467387164541	0.553003521591736	0.883651021545165	1	0.716483641297046	0.75093075943313	0.745258796325777	0	1	2.46953812491195e-22	1.65281723666684e-09	0.457244026144108	0.0199682289929768	0.102098466862019	0.000546589996467679	1	5
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	2.6332652458242e-05	0	Inf	0.483080141928655	0.998648223348226	0.000331009927194292	0.310843656703438	0.370840698624718	0.00449438817197168	0.497828471876185	0.571115276180256	0.016970346063541	1	0.753520647736708	0.787376319522113	0.794665529313576	0	1	1.41014170722284e-18	9.50863640780372e-12	0.542597778025524	0.0039127535127555	0.99999587557469	0.0010057745999362	1	8
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0.000110053919257421	1.2469769123056e-07	882.565813138726	0.634526005684682	0.998648223348226	0.0130906078348261	0.482224239967038	0.551675160744144	0.0192781639705611	0.623095268788352	0.703994167532948	0.0269858908345932	1	0.877426463174324	0.800760841168723	0.799984197696608	0	1	1.08468580676878e-35	3.67874035516288e-11	0.638175478738065	0.0311152962041685	0.0454307478671637	0.00375826744025907	1	9
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	5.47448717185465e-05	0	Inf	0.599494089968919	0.998648223348226	0.0704405332395156	0.482224239967038	0.514428339462841	0.0240318657815208	0.623095268788352	0.694942140744424	0.0362204659034455	1	0.84766864434352	0.787607263446926	0.791391106189371	0	1	8.71606610357873e-27	1.97694685803839e-12	0.638175478738065	0.041836611922046	0.99999587557469	0.00301083923313119	1	7
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	2.07774826137747e-05	2.05486252805298e-08	1011.13735493837	0.778993779657757	0.998648223348226	0.209342795501619	0.485844037895162	0.625029848666279	0.310194961512493	0.623095268788352	0.718209199477783	0.295325764041532	1	0.969599153252866	0.799800209677448	0.79928516504065	0	1	1.05033254555924e-14	2.61800505530111e-11	0.64549265795003	0.0524050075229074	0.0490875154548528	0.00250150099218192	1	5
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	6.73701342682253e-08	1.10941100038696e-07	0.607260377305855	0.943967508783234	0.998648223348226	0.311064280053622	0.793663457538937	0.892596494281448	0.458716919003419	0.752319993184506	0.883789343626686	0.468083356682753	1	0.993680918574461	0.805648019029311	0.793199083268198	1.1122909436027e-08	1	0.945190672358284	0.0245096348124243	0.677004870170865	0.893917698207709	0.99999587557469	0.0114283768899814	1	3
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	2.9210698376581e-05	0.000190698727574468	0.15317720651898	0.599494089968919	0.998648223348226	0.134581255377323	0.485844037895162	0.505271093765968	0.319659972811235	0.583324155837755	0.585332193052563	0.284485162045918	1	0.755251186192618	0.770894324251869	0.777628996909537	1.07256439400373e-09	0.189113944353183	9.99864458482441e-26	0.000173886341259254	0.593464610845209	1.2688615597297e-08	0.0944365885888601	0.00238484921028883	1	5
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	1.54757950912478e-05	1.21226643257053e-06	12.766001495589	0.924086172409375	0.998648223348226	6.13744086596151e-07	0.699434186910829	0.706818196231234	8.78059113244626e-06	0.752319993184506	0.725448335401248	2.14976295759532e-06	1	0.99898497017594	0.803096754171971	0.801997642667467	0	1	1.7503581643576e-08	0.00143861965374058	0.502491588035447	0.109129493539257	0.00542414986776803	0.0145572558165084	1	8
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	1.12408956190278e-06	1.2480650830995e-07	9.00665820336204	0.778993779657757	0.998648223348226	0.112925692454433	0.510593108461152	0.676285004182701	0.188294963918286	0.623095268788352	0.722696653205811	0.165541339754819	1	0.99898497017594	0.802237036877	0.800106303538809	0	1	0.358522504427042	0.00264685564113839	0.64549265795003	0.0342423983594904	0.0760376851085471	0.00238484921028883	1	4
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA	2.32313682745315e-05	3.15112017744381e-06	7.37241582876626	0.924086172409375	0.998648223348226	0.640344660686991	0.841898124622017	0.71430586941326	0.157935886995968	0.852046162471242	0.730532894028983	0.184332024884972	1	0.99898497017594	0.791515546253324	0.782727205884589	0	1	1.07947607033463e-12	0.0216269530956734	0.64549265795003	7.16021287238935e-22	0.0220329452660503	0.0113266108636171	1	6
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	0.000214415328508077	0	Inf	0.634526005684682	0.998648223348226	0.000197473714225377	0.485844037895162	0.652270532235326	8.77376730031154e-05	0.623095268788352	0.722696653205811	0.000351073623013344	1	0.974720337769142	0.797951133239995	0.797186112745724	0	1	5.82653456574935e-51	3.45811155948624e-12	0.64549265795003	0.0499745386464464	0.99999587557469	0.00238484921028883	1	8
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum	8.61735741220619e-08	0	Inf	0.634526005684682	0.998648223348226	0.556031612889384	0.485844037895162	0.710447598144127	0.379192504979685	0.623095268788352	0.722843273756274	0.461268952468007	1	0.99898497017594	0.794470587114722	0.789892809799575	0.00239479655614982	1	0.982642234073356	0.335510995421515	0.64549265795003	0.0335439918712521	0.99999587557469	0.00238484921028883	1	3
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	0.00180511034842263	0.00166483992271033	1.08425460237879	0.634526005684682	0.998648223348226	0.10751458862899	0.586228637208439	0.899453091733607	0.08391564434554	0.623095268788352	0.892233327457239	0.0588532214980782	1	0.99898497017594	0.946196094710301	0.961264758935433	0.210620619101076	0.491319245745096	0.148264673033993	0.86925073697693	0.468450540520249	0.112051696313282	0.755774131892175	0.440523192014247	1	0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	0.00756629144925538	0.01312604726532	0.576433353950059	0.672804199267207	0.998648223348226	0.234457801939589	0.914090276238423	0.68511249284331	0.222232381046389	0.918205551802091	0.718209199477783	0.210048259418083	1	0.77267831635575	0.783089821028228	0.814156248483666	0.226667279856546	0.966670011674504	8.21967084669551e-06	0.341792618115139	0.64549265795003	0.0327468552668766	0.676912108060737	0.340418063659199	1	2
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cosenzaea	1.18043093401893e-07	7.94094478184637e-08	1.4865119534863	0.801538580986082	0.998648223348226	3.37960890929665e-05	0.916622351831185	0.795668788885043	0.00262615465573974	0.91865445695781	0.792388822491146	0.000983128617056777	1	0.99898497017594	0.80538570245063	0.800674215999435	1.31769047715284e-05	1	0.982673622608298	0.998961640939443	0.995246696918376	0.432490272168065	0.99999587557469	0.00580405509110063	1	5
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	0	6.7532505646051e-06	0	0.525742825466531	0.998648223348226	0.00310636669740386	0.485844037895162	0.793158137522591	0.0634581119772637	0.497828471876185	0.744035930141779	0.0214122233797881	1	0.77267831635575	0.809179339580958	0.801334304472032	0	1	1.63146105748831e-20	2.30731640563367e-09	0.574736666490538	0.967595280114773	1	0.00955699978283743	1	6
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kosakonia	0.000666628856669617	5.94178101965528e-06	112.193440731731	0.943588887084488	0.998648223348226	0.955103730653111	0.985152382715185	0.81012884266177	0.904205853146697	0.985658984630318	0.825533337592994	0.919938611519726	1	0.99898497017594	0.809094435200416	0.800720200251453	1.86984930463184e-16	1	1.45039268397475e-47	2.4354344263237e-06	0.895044239739482	0.180938805341534	0.499800609055237	0.0288238438900404	1	4
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	0.0565959923265857	0.0617666747973943	0.916286857147978	0.634526005684682	0.998648223348226	0.686773306494534	0.658253711412013	0.812741184787517	0.68413734093253	0.666793762461069	0.811828896422505	0.674704671026961	1	0.99898497017594	0.878530116192186	0.927838996212779	0.146127143613348	0.115535370329344	0.0154926298168911	0.255061729232797	0.884890730319361	0.647725495365051	0.99999587557469	0.46121405372832	1	1
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	0.00177403157521201	0.00803894698025225	0.22067959641604	0.599494089968919	0.998648223348226	0.128364928383122	0.50179124096402	0.492571940892895	0.0940353013490419	0.623095268788352	0.489670825669869	0.0878301616154584	1	0.500874178027817	0.673281540561351	0.779218098887454	0.0483266134131349	0.102510763281877	7.70291935445187e-09	0.00180089311189343	0.274046031663342	1.37932855389504e-07	0.0130223139045323	0.357473274633239	1	5
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	8.14708282254643e-05	2.38567879147886e-05	3.41499570338055	0.924086172409375	0.998648223348226	0.241988928507573	0.682807566225045	0.921038760291007	0.374126759653486	0.752319993184506	0.919061969847517	0.396154937628699	1	0.99898497017594	0.805423964005649	0.79006935891736	1.00776209180521e-10	1	3.57042848125639e-08	0.0900692984224892	0.830049500931316	0.892466679391693	0.5313843985229	0.0747821247624004	1	2
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pluralibacter	0.000131410512554307	0	Inf	0.634526005684682	0.998648223348226	0.00416812253404062	0.485844037895162	0.656497818648892	0.174094495208697	0.623095268788352	0.722696653205811	0.249942145501029	1	0.99898497017594	0.800089885685167	0.796199204838248	0	1	6.16202253271397e-43	3.91947455870309e-12	0.64549265795003	0.102414538018933	0.99999587557469	0.00249579771888176	1	5
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia-Obesumbacterium	4.2019487213517e-05	7.88588219185459e-06	5.32844470551683	0.634526005684682	0.998648223348226	0.640964821986044	0.485844037895162	0.514428339462841	0.886053188754248	0.623095268788352	0.636308715609423	0.899923180578983	1	0.770245512744812	0.774020451206778	0.781646540159404	0	0.256913747166932	2.27248814003313e-16	0.00138230652906921	0.649179373898095	1.38320781800599e-05	0.356081033679549	0.0219852148887107	1	5
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shimwellia	1.40874514678039e-05	8.51163865256707e-06	1.6550810064705	0.634526005684682	0.998648223348226	0.272923873190038	0.753313558534208	0.697569140427607	0.548372783743195	0.761168804032119	0.722696653205811	0.612022673275291	1	0.99898497017594	0.795591752891634	0.782482815916622	0	1	0.00046252497449302	0.24541067359454	0.677004870170865	0.0234573628587309	0.99999587557469	0.00932980155428416	1	4
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	0.000462068909592409	8.56453439647492e-05	5.39514336917827	0.967742822928402	0.998648223348226	0.11171665256907	0.826448070806274	0.71430586941326	0.0664729872152589	0.840400457338436	0.744035930141779	0.0786693512891535	1	0.99898497017594	0.820472011444421	0.80125765083095	0.0196161443979576	0.251360926268511	8.23877378982924e-13	0.0150850983715618	0.64549265795003	0.00617020738164646	0.388645469135653	0.0517680689533843	1	4
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	0.00180672577177339	0.000502442679443025	3.59588435794549	0.525742825466531	0.998648223348226	0.114929141011495	0.919670018419694	0.756309268752979	0.126426730037917	0.934248511563933	0.748525174297562	0.136965326099211	1	0.905895169421252	0.815616060346264	0.763145080433841	0.0647785927129822	0.872559757503268	7.12974517674651e-06	0.0357545993702077	0.68263529557959	0.261407601533065	0.446423479511892	0.53203278580441	1	2
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	0	3.58461116186465e-07	0	0.525742825466531	0.998648223348226	0.888027325099336	0.485844037895162	0.951378048671004	0.46842491968921	0.497828471876185	0.950500779635329	0.383493616209704	1	0.843594525042267	0.807381264867155	0.801001088370673	0	1	0.616394252490271	4.25756725409283e-05	0.542597778025524	0.0955581960180837	0.99999587557469	0.0235798548086006	1	3
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	3.32122986097723e-05	0	Inf	0.634526005684682	0.998648223348226	0.130865699714047	0.485844037895162	0.662417454747824	0.32970108768734	0.623095268788352	0.722696653205811	0.393288493666452	1	0.99898497017594	0.795574211078419	0.788904786132247	0	1	1.15961259468224e-30	2.54748585895555e-10	0.64549265795003	0.0998705251608611	0.99999587557469	0.00238484921028883	1	4
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	4.16179842507972e-05	0	Inf	0.599494089968919	0.998648223348226	0.0704405332395156	0.485844037895162	0.54280637914396	0.548372783743195	0.623095268788352	0.696314005050122	0.628305568092582	1	0.898221877081566	0.789040568674643	0.791820749971217	0	1	1.39793677950639e-30	8.32348753284495e-12	0.636189666041897	0.0326125250074255	0.99999587557469	0.00238484921028883	1	5
